id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,energy,loudness,mode,decibel_range,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,first_artist,second_artist
65PsPkMG2QiFM8N5qnuv4B,Copines,64.0,171720,0.0,"[""Aya Nakamura""]",['7IlRNXHjoOCgEAWN5qYksg'],2018-11-02,78.7,-3.941,m,,0.0855,0.27,0.0,0.105,0.904,180.02700000000004,4.0,Aya Nakamura,
7ztoJqjTsbJ4kySfhGBQ3b,LMA,23.0,328067,0.0,"[""The Mark Of Cain""]",['059RExYKIaKjxTQqkck98R'],Year 1995,94.8,-7.129,M,,0.0582,4.650000000000001e-05,0.774,0.101,0.22,95.212,4.0,The Mark Of Cain,
0RIQ5Wr2whAUIBBqv0SdPP,As aparências enganam,28.0,338133,0.0,"[""Elis Regina""]",['0yFvXd36g5sNKYDi0Kkvl8'],1979-05-17,3.01,-20.527,M,,0.0347,0.955,2.21e-05,0.105,0.0378,132.153,3.0,Elis Regina,
2ot7W6ps74AYE5Wbsi7bJs,Blues Medley (Live),8.0,650520,0.0,"[""The Untouchables""]",['4PeH0LM0QG4jFfzSmU0SuB'],1990-11-23,39.300000000000004,-20.624,M,,0.0856,0.19,0.0349,0.715,0.502,121.57,4.0,The Untouchables,
7q0uOx0b3UUKBnT9egjmlB,Living And Dying,30.0,199133,0.0,"[""Scorpions""]",['27T030eWyCQRmDyuvr1kxY'],Year 1975,35.4,-12.284,m,,0.0306,0.0546,8.540000000000003e-05,0.0816,0.303,134.80200000000002,4.0,Scorpions,
613wAbiQ90ss5EFwvhJr6w,Moodstream - The Eerier Child Remix,0.0,278352,0.0,"[""Franki Juncaj""]",['0yq4nt21rssduQn0gFfFmN'],2012-05-25,54.79999999999999,-13.338,M,,0.0476,0.00329,0.8690000000000001,0.107,0.133,137.999,4.0,Franki Juncaj,
6PF0WYSCH6OhGKHRHOQSxG,Welcome To The Pleasuredome,50.0,820907,0.0,"[""Frankie Goes To Hollywood""]",['1mZu3rO7qSD09GdDpePHhY'],1984-10-20,46.2,-18.178,m,,0.0391,0.128,0.0157,0.649,0.518,113.205,4.0,Frankie Goes To Hollywood,
3CN1UD6xrDgpm4GHW8G1XV,Apakah Ada Bedanya,34.0,278787,0.0,"[""Ebiet G. Ade""]",['50l3hdnSiYODINDYhyP0QA'],1993-04-20,35.699999999999996,-7.445,M,,0.0264,0.298,3.950000000000001e-05,0.326,0.0772,143.735,3.0,Ebiet G. Ade,
5QWWPk2d3MaIR4WiXGNAeQ,Hazme Sentir,34.0,230467,0.0,"[""Maria Conchita Alonso""]",['6LgCpm1Br63qTr0l9WagKQ'],Year 1990,29.599999999999998,-17.314,M,,0.0448,0.5579999999999999,0.0,0.0885,0.237,137.444,4.0,Maria Conchita Alonso,
0ARGQ7vFooJ53LiYWQ4GON,Tangan dan Bibir,15.0,191321,0.0,"[""Ida Laila"", ""AWARA Group""]","['3s6y0bhz0SwZLGcF3hC8pq', '3FTRNzSzEKKCZIAcccA3J6']",1989-01-01,40.8,-11.621,M,,0.0361,0.315,5.38e-06,0.178,0.889,152.28799999999995,4.0,Ida Laila,AWARA Group
55r2SmiZJvUchh7p4V67nl,A Gente Se Entrega,53.0,219200,0.0,"[""Rionegro & Solimões""]",['33NrinbbEctw1wsdKNgZeZ'],Year 1998,69.3,-10.469,M,,0.0329,0.198,0.0,0.1689999999999999,0.966,90.031,4.0,Rionegro & Solimões,
6BoXCPqGx0r81AxsxeimQU,Spring Is Here - 1958 Mono Mix,11.0,283573,0.0,"[""Frank Sinatra""]",['1Mxqyy3pSjf8kZZL4QVxS0'],1958-09-08,20.599999999999998,-13.986,M,,0.0336,0.8190000000000001,0.0137,0.304,0.0858,37.514,4.0,Frank Sinatra,
18kXsCF0RcaBgAdItXUN52,דוד רדיו,4.0,157680,0.0,"[""Chava Alberstein""]",['5UbgVjyCkpIMOzQuOI4DOW'],1967-01-01,25.4,-7.072,m,,0.155,0.815,0.0,0.0908,0.34,94.4,3.0,Chava Alberstein,
39doFQUv6aOscIpFdGEQO5,Strike Up the Band - Live,28.0,304800,0.0,"[""Michael Stanley Band""]",['68tUWDLwgRP7Ch2Gj8vQ1k'],Year 1977,74.0,-11.124,M,,0.115,0.114,0.0016699999999999,0.966,0.7979999999999999,107.351,4.0,Michael Stanley Band,
2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,76.0,143227,1.0,"[""Summer Walker"", ""Bryson Tiller""]","['57LYzLEk2LcFghVwuWbcuS', '2EMAnMvWE2eb56ToJVfCWs']",2019-10-04,40.8,-6.606,m,,0.0614,0.603,0.0,0.225,0.459,115.918,4.0,Summer Walker,Bryson Tiller
6kKSMcEmcoIF5MHTZ6VeYE,Tíminn,1.0,184738,0.0,"[""Megas""]",['6XbSklZyAWRIxx7eP0netF'],1988-01-01,38.7,-15.888,M,,0.0551,0.505,1.94e-06,0.18,0.705,82.787,4.0,Megas,
2YeKWxs3kfBFt7UduCEXub,"Tempo (feat. Sevn Alias, Bko & Boef)",47.0,164885,0.0,"[""Jairzinho"", ""Sevn Alias"", ""BKO"", ""Boef""]","['4owt1GWUqAh4gsXT13roop', '0HDMwoCS316xhKCZlJPBnc', '3ZZlaq6tv1IcMjNtrZpsLd', '0Jsk5iYMr5aNjHury7blm1']",2017-03-31,88.1,-5.4110000000000005,m,,0.168,0.1369999999999999,0.00379,0.0938,0.8340000000000001,122.945,4.0,Jairzinho,Sevn Alias
6ZrkRMZ7g2aMv2MYdy0U9A,Los Pitutos,33.0,332840,0.0,"[""Sexual Democracia""]",['3m2dBZiLPZUffYga9ocES7'],1990-02-27,44.6,-12.537,M,,0.0807,0.532,0.0,0.15,0.701,116.84,4.0,Sexual Democracia,
05WyxobZVveIh7AyZI9Ayr,Le sacre du printemps (The Rite of Spring): Part II: The Sacrifice: Sacrificial Dance (Chosen One),0.0,295920,0.0,"[""Igor Stravinsky"", ""Leopold Stokowski""]","['7ie36YytMoKtPiL7tUvmoE', '52sDxFX9DvIxUupTy8f1yx']",Year 1948,31.900000000000002,-11.194,m,,0.0868,0.7829999999999999,0.845,0.685,0.272,119.554,4.0,Igor Stravinsky,Leopold Stokowski
4x7Bvf6vUuJQiFeCPalj7T,Esa Pareja,18.0,171975,0.0,"[""Afrosound""]",['0i4Qda0k4nf7jnNHmSNpYv'],2014-07-03,48.4,-7.604,M,,0.0367,0.128,0.00775,0.106,0.86,103.705,4.0,Afrosound,
5hAODmwPxdqZu408hjliVr,君達は天使,17.0,154667,0.0,"[""UNICORN""]",['0z4FY376uhecutd5Adph8s'],Year 1989,83.4,-6.944,M,,0.0767,0.0103,0.0278,0.325,0.764,135.244,,UNICORN,
5lSrpM9dMAZsk31iCng356,If I Had a Secret,6.0,238173,0.0,"[""Ethnix""]",['0rcuq0mzUaleXgXxuLFPPZ'],1990-01-01,75.5,-9.348,M,,0.0297,0.0445,0.00489,0.0906,0.464,137.059,4.0,Ethnix,
5sOGpPlzmRqpIYCFV1OCa3,17. Would you know the kind of maid,1.0,144267,0.0,"[""Arthur Sullivan"", ""David Palmer"", ""Royal Philharmonic Orchestra"", ""Sir Malcolm Sargent""]","['1jK7F6jheJ08CowHGDW6IN', '1Bd5jsJ6SfuQVJq03gnBAb', '0MvSBMGRQJY3mRwIbJsqF1', '4FVncYpcoiyS5lY2ElwtK8']",1965-01-01,14.399999999999999,-16.582,M,,0.0484,0.969,0.0,0.297,0.468,83.14,4.0,Arthur Sullivan,David Palmer
6QU0eI88roG2LSTFxR6UPF,Merokamato,54.0,207291,1.0,"[""Mad Clip"", ""Strat"", ""BeTaf Beats""]","['3KcZf8BFeFBtnGyOZmUggd', '48h12D3cJbqfn1ReVL9qbw', '5qDpS8QhKjNRZ6aRrcpY1Z']",2021-03-26,57.60000000000001,-8.257,M,,0.149,0.0698,0.0,0.0627,0.357,131.97899999999998,4.0,Mad Clip,Strat
3sNg14cm7FERaP2Y7Idy90,Paranoia,5.0,242827,0.0,"[""Koos Kombuis""]",['6tj3rGjkpJ3Zw2tDOMnzGZ'],1985-05-31,45.6,-16.049,M,,0.0539,0.00252,0.00053,0.268,0.579,129.928,4.0,Koos Kombuis,
0mjpkPpb5HviKZhuaOCehM,Na 'Ha Ta Hronia Sou,22.0,156000,0.0,"[""Stamatis Kokotas""]",['6RTaV5nZWyOxWWHkvDlrV4'],1974-10-05,62.9,-11.17,m,,0.0386,0.289,7.8e-05,0.405,0.779,132.465,4.0,Stamatis Kokotas,
1oWOmDO7id3f4B3noivsfU,Ecoute-Moi Camarade - Version Radio,39.0,227480,0.0,"[""Rachid Taha""]",['2URqJkDiySO0FRiAUq75FV'],2006-01-01,69.0,-4.923,m,,0.0589,0.379,0.00686,0.129,0.795,149.825,4.0,Rachid Taha,
5Gpx4lJy3vKmIvjwbiR5c8,Worlds Which Break Us - Intro Mix,23.0,483948,0.0,"[""Driftmoon"", ""Geert Huinink"", ""Kim""]","['4iMFxtzAcgUfbsagyY3Vla', '6ncG5N8m6aJt82ZKsQ1YpZ', '3B1PiJkAspIh5e3WPCyVM7']",2015-02-02,80.8,-8.497,M,,0.0677,0.00592,0.14,0.089,0.0587,138.04,4.0,Driftmoon,Geert Huinink
4Qg8teZLRFUJc8dxn065HV,Oru Kinnaththai,10.0,252699,0.0,"[""T. M. Soundararajan""]",['4y01WeCT5mNIAYRPjJ4sgj'],1972-09-26,49.70000000000001,-6.817,m,,0.14,0.9,8.46e-05,0.253,0.961,51.09,4.0,T. M. Soundararajan,
5IY9xOZ28mVZAvjDkXmegz,Uma Coisa - Ao Vivo,56.0,360500,0.0,"[""Morada""]",['2tswayWsUGjUwpvN8KRwuN'],2017-04-22,61.3,-8.715,m,,0.037,0.242,0.0,0.129,0.268,125.009,4.0,Morada,
1eP7b0KohRpeUcEJ0dzijz,Half A Minute,26.0,236933,0.0,"[""Basia""]",['4mITrNyXdPhy8phBHPgAHk'],1995-10-31,90.8,-7.004,M,,0.0885,0.628,0.0416,0.966,0.597,107.837,4.0,Basia,
0brf26qBJWy5kSmXqXED9r,007 - verfolgen die Strandräuber - Teil 24,29.0,70813,0.0,"[""Fünf Freunde""]",['1hD52edfn6aNsK3fb5c2OT'],1979-04-01,77.3,-8.727,m,,0.895,0.87,3.3e-05,0.486,0.7490000000000001,99.892,4.0,Fünf Freunde,
20vTcYqoLZYZoUosewZ8GQ,Inesquecível - Ao Vivo,46.0,206080,0.0,"[""Sandy e Junior""]",['05mFGgWzooDQMWGNcNsM05'],2007-09-23,48.6,-8.302999999999999,M,,0.0338,0.6629999999999999,0.0,0.764,0.207,150.071,4.0,Sandy e Junior,
710PRUu3qVHt1tce1fflGq,花與琴的流星,24.0,257760,0.0,"[""Chan Ka Lo"", ""Jacky Cheung""]","['6XD7Au9QLLVnqBATtcwLdm', '1Hu58yHg2CXNfDhlPd7Tdd']",2010-01-01,16.1,-13.788,m,,0.0326,0.7859999999999999,3.81e-06,0.116,0.177,112.544,4.0,Chan Ka Lo,Jacky Cheung
6UeCjzfLUBhHOtney81sPn,"Don't Think Twice, It's Alright",55.0,280529,0.0,"[""Emilie-Claire Barlow""]",['4doI7TR51c6DTaveTwpIkg'],2010-10-12,43.70000000000001,-10.716,m,,0.0466,0.906,0.00128,0.101,0.7959999999999999,95.902,4.0,Emilie-Claire Barlow,
6pAH9ilo8UkRIraNc8YVkR,Cold Cold Man,43.0,230773,0.0,"[""Saint Motel""]",['1dWEYMPtNmvSVaDNLgB6NV'],2014-10-27,66.1,-4.984,M,,0.0263,0.00652,0.0,0.0976,0.509,110.978,4.0,Saint Motel,
4eAhcwVAUIsautuiO6RGOO,Tupelo Honey,36.0,316040,0.0,"[""Wayne Toups"", ""Zydecajun""]","['7G8P56tQgw4QNhGxeic5oS', '5Qb9Imdm56SW3Y2wcI94K5']",1989-01-01,47.0,-8.652999999999999,M,,0.0312,0.351,0.0,0.226,0.347,121.995,4.0,Wayne Toups,Zydecajun
3XgoJdqmJUlPWbmEMKu4Yz,"Não Faz Mal (Tô Carente, Mas Tô Legal)",23.0,237312,0.0,"[""Mara Maravilha""]",['2vEZbLLAKRqzoiTR9aupGu'],1990-09-01,47.099999999999994,-15.69,M,,0.0334,0.0967,1.02e-05,0.157,0.922,132.892,4.0,Mara Maravilha,
4mPgxlYJlHWiy5BrzKxBe1,Que Levante la Mano,46.0,237560,0.0,"[""Joseph Fonseca""]",['0XyTZ8tZBTUvsB9N2470r0'],2002-01-01,,-4.1160000000000005,m,,0.0379,0.343,0.000107,0.253,0.923,119.937,4.0,Joseph Fonseca,
5r7k55M31Q22AEJkF1GTyw,Wang Da Naap,55.0,158983,0.0,"[""Ammy Virk"", ""Sonam Bajwa""]","['2RlWC7XKizSOsZ8F3uGi59', '2SyZp7V9vbRK1crDWxy4Ds']",2019-05-16,59.0,-5.641,m,,0.0906,0.307,0.0,0.105,0.67,75.265,4.0,Ammy Virk,Sonam Bajwa
0fDw9WMKQg2ChliIEmc9l3,Back Home,46.0,199107,0.0,"[""Andy Grammer""]",['2oX42qP5ineK3hrhBECLmj'],2014-08-08,84.9,-6.496,M,,0.0493,0.0388,0.0,0.0941,0.627,99.972,4.0,Andy Grammer,
7AWGp2kx5woklPYOIA2AQs,Viimaste majade taga,10.0,225040,0.0,"[""The Tuberkuloited""]",['2Lat3ksUz9ChsGsD9LtFd9'],2000-04-15,47.199999999999996,-7.574,M,,0.0275,0.0524,0.00861,0.112,0.39,112.099,1.0,The Tuberkuloited,
5IsEFxbFn2tnRz7aDaOc10,Today,9.0,195640,0.0,"[""Bobby Goldsboro""]",['5gPEo032lzARtzuVqJIm9o'],1969-01-01,32.5,-9.443,m,,0.0274,0.688,0.000153,0.173,0.268,100.989,3.0,Bobby Goldsboro,
1sOqDQKVsorp4gaK2Ou9If,Maraivaai Puthaindha,0.0,168720,0.0,"[""M. K. Thyagaraja Bhagavathar""]",['64LJVsjBP6bkbacv9SmepY'],1939-12-31,42.199999999999996,-8.751,M,,0.0568,0.963,1.8e-06,0.551,0.6990000000000001,85.65899999999998,4.0,M. K. Thyagaraja Bhagavathar,
3HGTC34bsQwEdTV6u0PJz4,Catch - 2006 Remaster,32.0,163600,0.0,"[""The Cure""]",['7bu3H8JO7d0UbMoVzbo70s'],1987-05-25,72.6,-8.875,M,,0.0304,0.452,1.16e-06,0.215,0.606,104.984,4.0,The Cure,
5CiKcrSca2pXM63FVURLKf,Te Enamoraste de Ti - Versión Acústica,36.0,249293,0.0,"[""Ricardo Arjona""]",['0h1zs4CTlU9D2QtgPxptUD'],Year 2000,34.8,-7.966,M,,0.0346,0.813,2.49e-06,0.162,0.47,125.891,5.0,Ricardo Arjona,
29AHDXtoK3h6JEGHrEb4G5,Encore une fois,11.0,135387,0.0,"[""Johnny Hallyday""]",['2HALYSe657tNJ1iKVXP2xA'],1964-10-25,74.6,-5.846,M,,0.054,0.287,0.0,0.22,0.8909999999999999,150.09,4.0,Johnny Hallyday,
4Q34FP1AT7GEl9oLgNtiWj,Mr. Right Now (feat. Drake),79.0,193839,1.0,"[""21 Savage"", ""Metro Boomin"", ""Drake""]","['1URnnhqYAYcrqrcwql10ft', '0iEtIxbK0KxaSlF7G42ZOp', '3TVXtAsR1Inumwj472S9r4']",2020-10-02,66.7,-5.563,M,,0.304,0.231,0.0,0.133,0.7040000000000001,172.08,4.0,21 Savage,Metro Boomin
0upnFMJxW9PjeREU4h9TzS,Laura i Filon,6.0,232837,0.0,"[""Mazowsze""]",['1e8yvNz0bQq8RdTC2i9Zwk'],1965-10-12,13.8,-18.222,M,,0.0349,0.973,3.78e-05,0.076,0.147,91.972,3.0,Mazowsze,
73tJka6JwagkCVKRVxh0qJ,คน,8.0,240333,0.0,"[""The Olarn Project""]",['0cs88jjVvTABOgmWO8Ubox'],1989-06-26,92.80000000000001,-8.683,M,,0.0671,0.000299,5.02e-05,0.386,0.341,130.438,4.0,The Olarn Project,
3QmLC9gCWbqvn7cUKWivq1,Iparho - Remastered,27.0,223253,0.0,"[""Stelios Kazantzidis""]",['5BJ7GXyi2tVyoKMQM7cSpM'],1975-11-21,51.5,-7.886,M,,0.0379,0.8290000000000001,0.0002,0.302,0.467,96.679,4.0,Stelios Kazantzidis,
5tp6jCtWdutojO7egr75b5,"1, 2, 3, Balançou",36.0,144893,0.0,"[""Elis Regina""]",['0yFvXd36g5sNKYDi0Kkvl8'],2000-01-29,51.0,-10.668,m,,0.119,0.5820000000000001,0.0,0.0838,0.961,101.497,4.0,Elis Regina,
0sGbiOI0Osyu3xqwEv9VqZ,The Breaking Hands,37.0,252627,0.0,"[""The Gun Club""]",['3Un18X4NF1bpjgUk44lUzn'],1987-10-09,55.60000000000001,-10.991,m,,0.0319,0.0007059999999999,0.0269,0.142,0.595,160.983,3.0,The Gun Club,
0PIRig6h7xP1UkxJqtYO6z,Falstaff: Act III: Scene 2: Naso vermiglio!,0.0,77907,0.0,"[""Giuseppe Verdi"", ""Arturo Toscanini""]","['1JOQXgYdQV2yfrhewqx96o', '4xpgBZSojKNEQqQHXrwSXA']",Year 1950,18.0,-16.811,M,,0.0657,0.977,0.0,0.142,0.15,126.664,3.0,Giuseppe Verdi,Arturo Toscanini
7eWuBTL35BSBBiIjWJk0KB,Confined,52.0,190107,0.0,"[""As I Lay Dying""]",['2vd2HnNh4pdYa9gDVHFjEu'],Year 2005,98.7,-4.578,M,,0.0992,1.94e-05,0.000122,0.12,0.22,85.62899999999998,4.0,As I Lay Dying,
7xoBJ4hih949Jeu5ZfzBai,Gimmie That Girl,58.0,185453,0.0,"[""Joe Nichols""]",['4aJTB79uwT4sP0Nb8QGWHc'],Year 2009,90.0,-3.577,M,,0.117,0.205,0.000251,0.6940000000000001,0.675,162.249,4.0,Joe Nichols,
2a934YANJhyi9Rsdt0R6D2,Dancing In The Moonlight (It's Caught Me In A Spotlight) - BBC Session 01/08/1977,22.0,200013,0.0,"[""Thin Lizzy""]",['6biWAmrHyiMkX49LkycGqQ'],Year 1977,50.1,-13.133,m,,0.21,0.00482,3.1e-06,0.112,0.779,145.203,4.0,Thin Lizzy,
2wumcrWFjqTwWk8CGiOtDC,PERFECT HUMAN,42.0,174133,0.0,"[""RADIO FISH""]",['4yeAONKBGVPSHkuBU4hDt6'],2016-05-25,94.89999999999999,-2.837,m,,0.416,0.322,0.0,0.0653,0.181,128.041,4.0,RADIO FISH,
6m6nb1CpIeMSPz1tWSxVxT,Snowing Still,20.0,342267,0.0,"[""Rotting Christ""]",['7FhkwcO8Jd7BRWdllBpXBJ'],1997-07-13,85.9,-6.94,m,,0.0471,0.0013,0.176,0.146,0.309,130.234,1.0,Rotting Christ,
1QGT28e8RcfpNqtgHvCIQn,"Stolz und Vorurteil, Kapitel 109",18.0,427000,0.0,"[""Jane Austen"", ""Eva Mattes""]","['2k5KF9KqyHc21LjRp8LuyX', '5166OklcxPm89PCzelD8hy']",Year 1977,23.0,-20.244,M,,0.933,0.745,0.0,0.173,0.385,122.043,3.0,Jane Austen,Eva Mattes
2QgYUrx0jYlLLXrePf52oe,"Bellini: Norma, Act 2: ""Mira, o Norma"" (Norma, Adalgisa)",4.0,239627,0.0,"[""Vincenzo Bellini"", ""Maria Callas"", ""Dino Olivieri"", ""Ebe Stignani"", ""Orchestra Del Teatro Alla Scala, Milano"", ""Tullio Serafin""]","['6AphpMkKDU4I3Z6XaGu1UV', '0bjdfjE8XbLa2Odstu6E1E', '0SZKROPnqEzefRAqIKmhr5', '0YiB0zNBpkCU9DpftYfosy', '7JdPe4gzrYmbcko3FTav57', '3UYZxxxrntUxxEeRycqHvq']",Year 1954,15.299999999999999,-17.601,M,,0.0482,0.981,2.87e-06,0.101,0.0736,92.203,3.0,Vincenzo Bellini,Maria Callas
40HbiXhnzjjtGAb3xaVY9W,The Waves Have Bloomed,0.0,138773,0.0,"[""Michalis Koumbios""]",['5DckhqA7dsg4K6d2Upjdfi'],2016-09-23,41.3,-7.898,M,,0.0315,0.775,0.00931,0.064,0.8240000000000001,135.20600000000002,5.0,Michalis Koumbios,
1uIRnK9Ob4l0yuMapU8QoL,No Voy A Llorar,48.0,243080,0.0,"[""Banda Cuisillos""]",['2jPqqtZbK8JDXSz94QLpCX'],2002-10-10,67.0,-6.04,M,,0.0293,0.459,3.91e-06,0.155,0.524,148.025,4.0,Banda Cuisillos,
5ljpyeiIsS4jox4B0CiJb6,Two Weeks Since You've Gone,24.0,164840,0.0,"[""Scott Walker""]",['04tBaW21jyUfeP5iqiKBVq'],1969-03-01,15.9,-16.753,m,,0.0329,0.922,6.89e-06,0.373,0.187,77.872,5.0,Scott Walker,
7Bf0RPsldDH7jVi9H3wODv,Charlie Big Potato,45.0,330267,0.0,"[""Skunk Anansie""]",['5HlXA01kcjssYDT7EoqUJF'],1999-03-22,82.4,-7.292000000000002,M,,0.102,0.00805,0.000547,0.0615,0.306,158.64,4.0,Skunk Anansie,
79A7CDgqh8SMvTbgA53pIC,Girl Money,38.0,240600,0.0,"[""Kix""]",['45KpBChrKYWhTlU6N57ofu'],1991-06-18,93.2,-3.54,M,,0.0758,0.00835,0.00342,0.43,0.826,124.99,4.0,Kix,
3fTlArmfZJuzZkWBSHchKa,לא בא לי לשמוע,34.0,304427,0.0,"[""HaDorbanim""]",['4zG8rBneMjXa6RadES2rUF'],2003-01-01,46.300000000000004,-7.298999999999999,M,,0.0249,0.7509999999999999,7.53e-06,0.28,0.272,85.616,4.0,HaDorbanim,
71XTdtW3bvmIrotG8yYVMS,"Honey, Just Allow Me One More Chance",39.0,118160,0.0,"[""Bob Dylan""]",['74ASZWbe4lXaubB36ztrGX'],1963-05-27,,-12.606,M,,0.0859,0.8390000000000001,5.26e-06,0.256,0.947,119.29,4.0,Bob Dylan,
3Ij4aeWpoUG2cdqZnCZ074,Powrót,16.0,132933,0.0,"[""Grzegorz Turnau""]",['5bQZCiENsgmW4SvUOc86qI'],Year 1995,21.4,-15.677,M,,0.0283,0.954,0.855,0.114,0.0391,84.927,3.0,Grzegorz Turnau,
5bctSRiaTjCljIzOqTEl2A,Heroes in Heaven,27.0,167253,0.0,"[""Hundred Years""]",['79jOson0jDFQMuORUgIH4i'],1993-01-01,88.4,-7.287000000000001,m,,0.0537,0.000866,0.0,0.423,0.458,99.264,4.0,Hundred Years,
1IjnjFD7OlVVJ0o8VLJHnS,Johnny Reb,32.0,141000,0.0,"[""Johnny Horton""]",['1bBZcz4jP7CoPlqpCFh4gz'],Year 1956,45.300000000000004,-12.192,M,,0.0456,0.8370000000000001,0.0,0.555,0.885,115.065,4.0,Johnny Horton,
00SmC49s49gmNLarCUTfW8,Sweet madness,0.0,171729,0.0,"[""The Casa Loma Orchestra""]",['2hq4gdeoQvrHO2mNudVRJc'],1933-01-01,25.3,-6.901,M,,0.0431,0.993,0.573,0.115,0.7190000000000001,80.666,4.0,The Casa Loma Orchestra,
5hhEAkwUgtNwfIx3bYZghS,Hamen Bhi De Do Sahara,5.0,273733,0.0,"[""Mohammed Rafi""]",['0gXDpqwYNDODn7fB0RDN8J'],1955-01-01,44.6,-11.031,M,,0.123,0.738,1.19e-05,0.637,0.452,83.36,4.0,Mohammed Rafi,
6F3nsVon7E81tvTr2TsUrN,Sunny,23.0,251533,0.0,"[""Frank Sinatra"", ""Duke Ellington""]","['1Mxqyy3pSjf8kZZL4QVxS0', '4F7Q5NV6h5TSwCainz8S5A']",Year 1968,24.6,-15.457,M,,0.0331,0.494,0.0,0.37,0.296,113.969,3.0,Frank Sinatra,Duke Ellington
1GOriD6UKxTd94vyVqPGtr,Domo Tu,32.0,209560,0.0,"[""Luis Alberto Spinetta""]",['1MuQ2m2tg7naeRGAOxYZer'],1991-01-01,28.9,-18.904,M,,0.0441,0.7240000000000001,0.508,0.0802,0.438,84.958,4.0,Luis Alberto Spinetta,
4mbnrFl4l0bbHuvRedRsl0,Something's Jumpin' In Your Shirt (with Malcolm McLaren & The Bootzilla Orchestra),29.0,292133,0.0,"[""Lisa Marie"", ""Malcolm McLaren"", ""The Bootzilla Orchestra""]","['1z676UwffUl4tpUPOQ9GSN', '4ihCM8I0fpWodgjo0mTlhZ', '7oNW0FHu1FMVPZPtyRzGpB']",1989-06-27,52.5,-14.495,M,,0.0434,0.11,0.00232,0.0838,0.623,126.157,4.0,Lisa Marie,Malcolm McLaren
5qtik3xgTev1muvaWzd0Jn,ผิดตรงไหน,29.0,220547,0.0,"[""Bird Thongchai""]",['1UYjFeWiTTiOfDRYvUmJul'],1999-11-30,47.3,-9.806,M,,0.0256,0.454,0.0,0.121,0.359,153.899,4.0,Bird Thongchai,
7GFxidGygzlQRXRqsvzcRi,Gran Canaria,18.0,172333,0.0,"[""Vikingarna""]",['0kWWPlF3hudGPbahg5Xt9n'],Year 1989,60.8,-12.233,M,,0.0298,0.773,0.0,0.0458,0.93,127.708,4.0,Vikingarna,
6OniQ6SfLGKJkL0Wn5nNBL,Was für eine geile Zeit - Single Mix,61.0,201768,0.0,"[""Ben Zucker""]",['1ZHJdXXtKnmUh2qRN4LmbS'],2018-06-01,,-4.174,m,,0.0436,0.00505,0.0,0.218,0.691,128.047,4.0,Ben Zucker,
1R506crjceRDtrf9BGsDqK,ไปน่ารักไกลๆหน่อย,42.0,291133,0.0,"[""Dan-Beam (D2B)""]",['6GRwTdhfFGu3ZCj3xtbRrF'],2006-05-04,90.3,-5.702000000000001,m,,0.0483,0.112,0.0,0.0835,0.944,127.001,4.0,Dan-Beam (D2B),
4bH0Z98XCbg1CNxHLRNIx2,"Puccini: Madama Butterfly, Act 2: ""E questo? e questo?"" (Butterfly, Sharpless)",10.0,145000,0.0,"[""Giacomo Puccini"", ""Maria Callas"", ""Herbert von Karajan"", ""Mario Borriello"", ""Orchestra Del Teatro Alla Scala, Milano""]","['0OzxPXyowUEQ532c9AmHUR', '0bjdfjE8XbLa2Odstu6E1E', '5zCaQxjl110XTrm4LQ1CxY', '5SqqM4JEQFp76YtCygydyt', '7JdPe4gzrYmbcko3FTav57']",Year 1955,23.5,-12.529000000000002,m,,0.0415,0.976,0.0227,0.314,0.154,76.88600000000002,4.0,Giacomo Puccini,Maria Callas
0Qk8l7FrVZHvbuGULEZYjm,Dios Te Salve M'Hijo (with Leopoldo Federico y Su Orquesta),6.0,209147,0.0,"[""Julio Sosa"", ""Leopoldo Federico y su Orquesta""]","['7Cg2eqV6oHNE0P54WfajIX', '2QtuDqkuMbNQlmGgMbPBOA']",1961-03-01,63.4,-7.776,m,,0.122,0.77,1.28e-06,0.433,0.818,114.798,4.0,Julio Sosa,Leopoldo Federico y su Orquesta
7w5xyrUICyxEQP9TTK1d6Y,"Water Music, Suites 2 & 3 In D/G, HWV 348: 6. Bourrée",26.0,81667,0.0,"[""George Frideric Handel"", ""The English Concert"", ""Trevor Pinnock""]","['1QL7yTHrdahRMpvNtn6rI2', '2Oz3z7PPQUMU2KNYgcO1sA', '25mbgceDJKxXGP8c5FmC83']",1983-01-01,37.3,-14.932,M,,0.0375,0.931,0.957,0.0309,0.8590000000000001,115.521,4.0,George Frideric Handel,The English Concert
2Tsbl8sBznLOCExcUyCJz1,Pocket Full of Pain,1.0,224212,0.0,"[""Myka 9"", ""Factor Chandelier"", ""Evil Ebenezer""]","['07tB6knv7c0JsSbkfV5iZd', '68XL9b5CHwRP50KMcVGl33', '1E1u1P7Fse6SKnETGdo6XK']",2019-01-15,65.9,-7.4289999999999985,m,,0.109,0.148,2.26e-05,0.18,0.674,145.888,4.0,Myka 9,Factor Chandelier
